"STATISTIC","Statistic Label","TLIST(A1)","CensusYear","C02779V03348","County","C02199V02655","Sex","UNIT","VALUE"
"FY001C01","Population at Each Census","1981","1981","09","Offaly","1","Male","Number","30290"
"FY001C01","Population at Each Census","1981","1981","09","Offaly","2","Female","Number","28022"
"FY001C01","Population at Each Census","1981","1981","10","Westmeath","-","Both sexes","Number","61523"
"FY001C01","Population at Each Census","1981","1981","10","Westmeath","1","Male","Number","31388"
"FY001C01","Population at Each Census","1981","1981","10","Westmeath","2","Female","Number","30135"
"FY001C01","Population at Each Census","1981","1981","11","Wexford","-","Both sexes","Number","99081"
"FY001C01","Population at Each Census","1981","1981","11","Wexford","1","Male","Number","50336"
"FY001C01","Population at Each Census","1981","1981","11","Wexford","2","Female","Number","48745"
"FY001C01","Population at Each Census","1981","1981","12","Wicklow","-","Both sexes","Number","87449"
"FY001C01","Population at Each Census","1981","1981","12","Wicklow","1","Male","Number","43663"
"FY001C01","Population at Each Census","1981","1981","12","Wicklow","2","Female","Number","43786"
"FY001C01","Population at Each Census","1981","1981","13","Clare","-","Both sexes","Number","87567"
"FY001C01","Population at Each Census","1981","1981","13","Clare","1","Male","Number","45366"
"FY001C01","Population at Each Census","1981","1981","13","Clare","2","Female","Number","42201"
"FY001C01","Population at Each Census","1981","1981","14","Cork","-","Both sexes","Number","402465"
"FY001C01","Population at Each Census","1981","1981","14","Cork","1","Male","Number","202388"
"FY001C01","Population at Each Census","1981","1981","14","Cork","2","Female","Number","200077"
"FY001C01","Population at Each Census","1981","1981","15","Kerry","-","Both sexes","Number","122770"
"FY001C01","Population at Each Census","1981","1981","15","Kerry","1","Male","Number","63492"
"FY001C01","Population at Each Census","1981","1981","15","Kerry","2","Female","Number","59278"
"FY001C01","Population at Each Census","1981","1981","16","Limerick","-","Both sexes","Number","161661"
"FY001C01","Population at Each Census","1981","1981","16","Limerick","1","Male","Number","81595"
"FY001C01","Population at Each Census","1981","1981","16","Limerick","2","Female","Number","80066"
"FY001C01","Population at Each Census","1981","1981","17","Tipperary","-","Both sexes","Number","135261"
"FY001C01","Population at Each Census","1981","1981","17","Tipperary","1","Male","Number","69503"
"FY001C01","Population at Each Census","1981","1981","17","Tipperary","2","Female","Number","65758"
"FY001C01","Population at Each Census","1981","1981","18","Waterford","-","Both sexes","Number","88591"
"FY001C01","Population at Each Census","1981","1981","18","Waterford","1","Male","Number","44513"
"FY001C01","Population at Each Census","1981","1981","18","Waterford","2","Female","Number","44078"
"FY001C01","Population at Each Census","1981","1981","19","Galway","-","Both sexes","Number","172018"
"FY001C01","Population at Each Census","1981","1981","19","Galway","1","Male","Number","88330"
"FY001C01","Population at Each Census","1981","1981","19","Galway","2","Female","Number","83688"
"FY001C01","Population at Each Census","1981","1981","20","Leitrim","-","Both sexes","Number","27609"
"FY001C01","Population at Each Census","1981","1981","20","Leitrim","1","Male","Number","14699"
"FY001C01","Population at Each Census","1981","1981","20","Leitrim","2","Female","Number","12910"
"FY001C01","Population at Each Census","1981","1981","21","Mayo","-","Both sexes","Number","114766"
"FY001C01","Population at Each Census","1981","1981","21","Mayo","1","Male","Number","58987"
"FY001C01","Population at Each Census","1981","1981","21","Mayo","2","Female","Number","55779"
"FY001C01","Population at Each Census","1981","1981","22","Roscommon","-","Both sexes","Number","54543"
"FY001C01","Population at Each Census","1981","1981","22","Roscommon","1","Male","Number","28653"
"FY001C01","Population at Each Census","1981","1981","22","Roscommon","2","Female","Number","25890"
"FY001C01","Population at Each Census","1981","1981","23","Sligo","-","Both sexes","Number","55474"
"FY001C01","Population at Each Census","1981","1981","23","Sligo","1","Male","Number","28183"
"FY001C01","Population at Each Census","1981","1981","23","Sligo","2","Female","Number","27291"
"FY001C01","Population at Each Census","1981","1981","24","Cavan","-","Both sexes","Number","53855"
"FY001C01","Population at Each Census","1981","1981","24","Cavan","1","Male","Number","28338"
"FY001C01","Population at Each Census","1981","1981","24","Cavan","2","Female","Number","25517"
"FY001C01","Population at Each Census","1981","1981","25","Donegal","-","Both sexes","Number","125112"
"FY001C01","Population at Each Census","1981","1981","25","Donegal","1","Male","Number","63962"
"FY001C01","Population at Each Census","1981","1981","25","Donegal","2","Female","Number","61150"
"FY001C01","Population at Each Census","1981","1981","26","Monaghan","-","Both sexes","Number","51192"
"FY001C01","Population at Each Census","1981","1981","26","Monaghan","1","Male","Number","26679"
"FY001C01","Population at Each Census","1981","1981","26","Monaghan","2","Female","Number","24513"
"FY001C01","Population at Each Census","1986","1986","-","State","-","Both sexes","Number","3540643"
"FY001C01","Population at Each Census","1986","1986","-","State","1","Male","Number","1769690"
"FY001C01","Population at Each Census","1986","1986","-","State","2","Female","Number","1770953"
"FY001C01","Population at Each Census","1986","1986","01","Carlow","-","Both sexes","Number","40988"
"FY001C01","Population at Each Census","1986","1986","01","Carlow","1","Male","Number","20816"
"FY001C01","Population at Each Census","1986","1986","01","Carlow","2","Female","Number","20172"
"FY001C01","Population at Each Census","1986","1986","02","Dublin","-","Both sexes","Number","1021449"
"FY001C01","Population at Each Census","1986","1986","02","Dublin","1","Male","Number","492279"
"FY001C01","Population at Each Census","1986","1986","02","Dublin","2","Female","Number","529170"
"FY001C01","Population at Each Census","1986","1986","03","Kildare","-","Both sexes","Number","116247"
"FY001C01","Population at Each Census","1986","1986","03","Kildare","1","Male","Number","59542"
"FY001C01","Population at Each Census","1986","1986","03","Kildare","2","Female","Number","56705"
"FY001C01","Population at Each Census","1986","1986","04","Kilkenny","-","Both sexes","Number","73186"
"FY001C01","Population at Each Census","1986","1986","04","Kilkenny","1","Male","Number","37325"
"FY001C01","Population at Each Census","1986","1986","04","Kilkenny","2","Female","Number","35861"
"FY001C01","Population at Each Census","1986","1986","05","Laois","-","Both sexes","Number","53284"
"FY001C01","Population at Each Census","1986","1986","05","Laois","1","Male","Number","27531"
"FY001C01","Population at Each Census","1986","1986","05","Laois","2","Female","Number","25753"
"FY001C01","Population at Each Census","1986","1986","06","Longford","-","Both sexes","Number","31496"
"FY001C01","Population at Each Census","1986","1986","06","Longford","1","Male","Number","16153"
"FY001C01","Population at Each Census","1986","1986","06","Longford","2","Female","Number","15343"
"FY001C01","Population at Each Census","1986","1986","07","Louth","-","Both sexes","Number","91810"
"FY001C01","Population at Each Census","1986","1986","07","Louth","1","Male","Number","45530"
"FY001C01","Population at Each Census","1986","1986","07","Louth","2","Female","Number","46280"
"FY001C01","Population at Each Census","1986","1986","08","Meath","-","Both sexes","Number","103881"
"FY001C01","Population at Each Census","1986","1986","08","Meath","1","Male","Number","52931"
"FY001C01","Population at Each Census","1986","1986","08","Meath","2","Female","Number","50950"
"FY001C01","Population at Each Census","1986","1986","09","Offaly","-","Both sexes","Number","59835"
"FY001C01","Population at Each Census","1986","1986","09","Offaly","1","Male","Number","30819"
"FY001C01","Population at Each Census","1986","1986","09","Offaly","2","Female","Number","29016"
"FY001C01","Population at Each Census","1986","1986","10","Westmeath","-","Both sexes","Number","63379"
"FY001C01","Population at Each Census","1986","1986","10","Westmeath","1","Male","Number","32048"
"FY001C01","Population at Each Census","1986","1986","10","Westmeath","2","Female","Number","31331"
"FY001C01","Population at Each Census","1986","1986","11","Wexford","-","Both sexes","Number","102552"
"FY001C01","Population at Each Census","1986","1986","11","Wexford","1","Male","Number","51782"
"FY001C01","Population at Each Census","1986","1986","11","Wexford","2","Female","Number","50770"
"FY001C01","Population at Each Census","1986","1986","12","Wicklow","-","Both sexes","Number","94542"
"FY001C01","Population at Each Census","1986","1986","12","Wicklow","1","Male","Number","46980"
"FY001C01","Population at Each Census","1986","1986","12","Wicklow","2","Female","Number","47562"
"FY001C01","Population at Each Census","1986","1986","13","Clare","-","Both sexes","Number","91344"
"FY001C01","Population at Each Census","1986","1986","13","Clare","1","Male","Number","46913"
"FY001C01","Population at Each Census","1986","1986","13","Clare","2","Female","Number","44431"
"FY001C01","Population at Each Census","1986","1986","14","Cork","-","Both sexes","Number","412735"
"FY001C01","Population at Each Census","1986","1986","14","Cork","1","Male","Number","206470"
"FY001C01","Population at Each Census","1986","1986","14","Cork","2","Female","Number","206265"
"FY001C01","Population at Each Census","1986","1986","15","Kerry","-","Both sexes","Number","124159"
"FY001C01","Population at Each Census","1986","1986","15","Kerry","1","Male","Number","63293"
"FY001C01","Population at Each Census","1986","1986","15","Kerry","2","Female","Number","60866"
"FY001C01","Population at Each Census","1986","1986","16","Limerick","-","Both sexes","Number","164569"
"FY001C01","Population at Each Census","1986","1986","16","Limerick","1","Male","Number","82686"
"FY001C01","Population at Each Census","1986","1986","16","Limerick","2","Female","Number","81883"
"FY001C01","Population at Each Census","1986","1986","17","Tipperary","-","Both sexes","Number","136619"
"FY001C01","Population at Each Census","1986","1986","17","Tipperary","1","Male","Number","69728"
"FY001C01","Population at Each Census","1986","1986","17","Tipperary","2","Female","Number","66891"
"FY001C01","Population at Each Census","1986","1986","18","Waterford","-","Both sexes","Number","91151"
"FY001C01","Population at Each Census","1986","1986","18","Waterford","1","Male","Number","45618"
"FY001C01","Population at Each Census","1986","1986","18","Waterford","2","Female","Number","45533"
"FY001C01","Population at Each Census","1986","1986","19","Galway","-","Both sexes","Number","178552"
"FY001C01","Population at Each Census","1986","1986","19","Galway","1","Male","Number","90625"
"FY001C01","Population at Each Census","1986","1986","19","Galway","2","Female","Number","87927"
"FY001C01","Population at Each Census","1986","1986","20","Leitrim","-","Both sexes","Number","27035"
"FY001C01","Population at Each Census","1986","1986","20","Leitrim","1","Male","Number","14205"
"FY001C01","Population at Each Census","1986","1986","20","Leitrim","2","Female","Number","12830"
"FY001C01","Population at Each Census","1986","1986","21","Mayo","-","Both sexes","Number","115184"
"FY001C01","Population at Each Census","1986","1986","21","Mayo","1","Male","Number","58729"
